Name,Description,Latitude,Longitude,Info URL,Image URL
UCSB,A great university located along the California coast!,34.416929,-119.845991,"https://en.wikipedia.org/wiki/University_of_California,_Santa_Barbara",https://www.history.ucsb.edu/wp-content/uploads/LagoonFall2014-banner.jpg
Sunset Cliffs,"Sunset Cliffs is a neighborhood in the Point Loma community of San Diego, California. It is bordered by the Pacific Ocean on the west, Ocean Beach on the north, Catalina Blvd. and Santa Barbara St. on the east, and Sunset Cliffs Natural Park on the south.",32.729728,-117.252558,"https://en.wikipedia.org/wiki/Sunset_Cliffs,_San_Diego",https://blog.sandiego.org/wp-content/uploads/2018/10/Sunset-Cliffssocial.jpg
Mykonos,Mykonos is an island in the Cyclades group in the Aegean Sea. It's popularly known for its summer party atmosphere.,37.458889,25.364167,https://en.wikipedia.org/wiki/Mykonos,https://upload.wikimedia.org/wikipedia/commons/e/ee/Little_Venice%2C_Mykonos.JPG
New York City,"New York City comprises 5 boroughs sitting where the Hudson River meets the Atlantic Ocean. At its core is Manhattan, a densely populated borough that’s among the world’s major commercial, financial and cultural centers. Its iconic sites include skyscrapers such as the Empire State Building and sprawling Central Park. Broadway theater is staged in neon-lit Times Square.",40.71274,-74.005974,https://en.wikipedia.org/wiki/New_York_City,https://upload.wikimedia.org/wikipedia/commons/f/f7/Lower_Manhattan_skyline_-_June_2017.jpg
Aspen,"Aspen, in Colorado’s Rocky Mountains, is a ski resort town and year-round destination for outdoor recreation. It's also known for high-end restaurants and boutiques, and landmarks like the Wheeler Opera House, built in 1889 during the area’s silver mining boom.",39.194951,-106.837,"https://en.wikipedia.org/wiki/Aspen,_Colorado",https://upload.wikimedia.org/wikipedia/commons/7/7c/Downtown_of_Aspen%2C_Colorado.jpg
Encinitas,"Encinitas is a beach city in the North County area of San Diego County, California. Located within Southern California, it is approximately 25 miles north of San Diego, between Solana Beach and Carlsbad, and about 95 miles south of Los Angeles.",33.044444,-117.271667,"https://en.wikipedia.org/wiki/Encinitas,_California",https://upload.wikimedia.org/wikipedia/commons/c/c6/MoonlightBeach_EncinitasCA.jpg
